published,headlines,articles
2022-05-28T14:15:47Z,Revealed: Russia-linked superyachts ‘going dark’ to avoid sanctions threat,"In the sparkling azure waters of Antigua, the gleaming £95m superyacht Alfa Nero could be seen at anchor last week by sightseers enjoying the Caribbean coastline. But few of the tourists who spotted its sleek black hull would have appreciated that it was quite a find.

Since the invasion of Ukraine, the superyacht, which is linked to the Russian billionaire Andrey Guryev, has vanished off the global tracking maps used to locate marine traffic.

An investigation by the Observer this weekend reveals it is one of at least six superyachts linked to UK-sanctioned oligarchs which have “gone dark” on ocean tracking systems. The owners of these yachts will almost certainly realise they are at risk of being targeted in a global hunt for the assets of Russia’s super-rich.

At least 13 such vessels with a total value of nearly £2bn have already been impounded since the invasion of Ukraine, from southern France to Fiji. In the latter case, the superyacht Amadea, allegedly linked to the gold billionaire Suleiman Kerimov, was seized on behalf of the US.

Analysts report an increase in Russian-linked yachts which are turning off the automatic identification system (AIS) equipment used for tracking large vessels. The system can be turned off for legitimate reasons, but experts believe some vessels want to avoid detection.

An analysis by the Observer of AIS data compiled by the maritime and aviation market intelligence firm VesselsValue reveals other superyachts which have “gone dark” for more than a month include:

The 72-metre (238ft) superyacht Clio, linked to industrialist Oleg Deripaska, which sailed from the Indian Ocean to Turkey after the invasion. Its last transmitted location was on 18 April in the Black Sea, within range of the Russian ports of Sochi and Novorossiysk.

The 70-metre Galactica Super Nova, linked to the oligarch Vagit Alekperov, the sanctioned former president of Lukoil. The last transmitted location of the vessel was on 2 March off the Croatian coast.

The 140-metre Ocean Victory, linked to the sanctioned oligarch Viktor Rashnikov, which last transmitted its location at anchor in the Maldives on 1 March.

One member of crew on a superyacht linked to a Russian oligarch sanctioned by the UK told the Observer last week: “We were told to turn off the AIS. We removed the screws on the power plug and pulled it out.”

There are about 9,300 superyachts on the seas, worth more than £50bn, according to industry data. An estimated 10% of that fleet is owned by Russians.

The swimming pool with waterfall feature on the Galactica Super Nova, which last transmitted a location via AIS on 2 March. Photograph: Bloomberg/Getty Images

One of the first superyachts to be impounded was the 86-metre Amore Vero, linked to the oil tycoon Igor Sechin, which was seized by customs officers at a shipyard at La Ciotat, near Marseille, on 2 March.

Italian authorities also impounded the 143-metre Sailing Yacht A on 12 March in Trieste. It is believed to be owned by the billionaire entrepreneur Andrey Melnichenko. He was sanctioned by the UK on 15 March.

Melnichenko’s other superyacht, the futuristic £240m Motor Yacht A, has disappeared from global tracking system. Its last confirmed location was on 10 March in the Maldives.

The last recorded location of the Alfa Nero on AIS was in the Caribbean on 3 March, when it was anchored at Philipsburg in Sint Maarten. The yacht is operating on a skeleton crew and has put its tender, the Alfa Fish, into storage.

Guryev, 62, a Russian who made his fortune with the Russian fertiliser giant PhosAgro, is reported by maritime sources to be the owner of the vessel. He was revealed to have bought London’s largest private residence, the 25-bedroom mansion Witanhurst, for £50m in 2008.

He has regularly enjoyed sailing on the Alfa Nero. The vessel is also used by his family, including his son (also Andrey) and his son’s wife, Valeria, who studied at the London College of Fashion and once reportedly stated on Instagram that she was “too pretty for work”. Like many yachts, it is owned via an opaque offshore structure, and Guryev has denied being the owner.

Other yachts which have not been tracked by AIS for more than a month include the Galactica Super Nova, which has a glass-bottomed swimming pool with a waterfall. It left Tivat in Montenegro on 2 March and promptly disappeared off the system.

The Clio, linked to Deripaska, sailed more than 3,000 miles after the invasion, from the Maldives, through the Suez Canal, across the Mediterranean and into the Bosphorus, gateway to the Black Sea and its Russian ports. In the Clio’s case, one reason it may have gone dark could be the perilous situation in the Black Sea arising from the war.

The Amore Vero, which is linked to the oil tycoon Igor Sechin, after being seized at La Ciotat, near Marseille in March. Photograph: Albert Gea/Reuters

Other yachts which have not transmitted a confirmed location via AIS for at least a month include the My Sky, linked to the cigarette tycoon Igor Kesaev, which last reported its location in the Maldives on 30 March. The Maldives has no extradition treaty with the US, and at least five yachts linked to Russian owners have headed for its waters since the invasion. Other vessels, including two owned by Roman Abramovich, have headed to Turkey.

Under maritime rules, AIS should always be in operation when ships are under way or at anchor. All vessels of 300 gross tonnage and upwards must be fitted with it. A cruising vessel will typically transmit its location frequently, but it can turn the system off when in port. The data is relayed by radio receivers and satellites.

Sam Tucker at VesselsValue said: “There are some vessels where we would be previously getting a signal every few minutes from transponders and we are now seeing gaps of months. It’s very likely that some have flicked off the switch and gone into stealth mode.”

None of the sanctioned oligarchs linked to the six superyachts suspected of turning off their AIS responded to a request for comment."
2022-07-12T16:35:25Z,Lego to end all operations in Russia after earlier halt to deliveries,"Lego is to cease all operations in Russia “indefinitely” after pausing deliveries to its 81 stores in the country in March.

The world’s largest toymaker said it was ending the employment of most of its staff in Moscow and terminating a partnership with Inventive Retail Group, the company that runs stores on its behalf in the country.

Lego said: “Given the continued extensive disruption in the operating environment, we have decided to indefinitely cease commercial operations in Russia.”

The Danish toymaker had already halted deliveries to Russia in March after the invasion of Ukraine and the imposition of sanctions by western countries in protest against the war.

In early May, Russia placed Lego products on a list of goods that could be imported without the agreement of the intellectual property owner in order to bypass restrictions imposed over the conflict in Ukraine.

Among the list published by the industry and commerce ministry were Apple and Samsung smartphones, major car brands, games consoles and spare parts used in various industries.

The measure came as most western companies have now ceased exports to Russia, while goods made in the country have been pulled from the shelves in British, US and European supermarkets.

Sign up to the daily Business Today email or follow Guardian Business on Twitter at @BusinessDesk

Some prominent US and UK retail brands have said they are still operating in Russia because they have been unable to force independent franchise operators to close down.

Burger King’s owner, Restaurant Brands International, said its fast food restaurants were still operating with its brand because its former Russian partner had refused to shut.

UK retailer Marks & Spencer, which was in a similar situation, finally announced it was fully exiting Russia in May at a cost of £31m while McDonald’s sold its business in Russia, after 30 years of operating its restaurants in the country.

Starbucks, Coca-Cola and Pepsi have paused operations in Russia, as have consumer brands including Burberry, Ikea, Levi’s, Netflix and Unilever, which owns Marmite and Ben & Jerry’s."
2022-07-11T17:25:32Z,Patience is vital tactic in Ukraine’s hopes of turning tide against Russia,"Ukraine hopes to assemble a “million strong” army to try to retake territory occupied by Russia, the defence minister, Oleksii Reznikov, said over the weekend. Its forces, he added, had also demonstrated to the US they could make good use of newly acquired longer-range rocket artillery, opening the door to the supply of more.

But however impressive sounding the claims were, it is hard to believe Ukraine is yet capable of an effective counteroffensive, even if the much-vaunted US Himars and the British M270 rocket artillery, with their range of 70km to 80km, have begun to arrive and are being put to good use. A turning of the military tide, if it happens at all, will most likely take time.

Ukraine has to talk up its prospects. The idea of a counteroffensive “is a hugely popular idea inside Ukraine”, said Orysia Lutsevych, a research fellow at the Chatham House thinktank, and Kyiv needs to convince the west that with sustained help, its military has a realistic chance of kicking the Russians out.

Ukraine intends to retake Black Sea coastal areas Ukraine intends to retake Black Sea coastal areas

The country began the war with a 125,000-strong army plus 100,000 in national and border guards, according to figures from the International Institute for Strategic Studies (IISS) – but says it is lifting that to an army of 700,000 plus 300,000 of the paramilitaries. But if it can assemble that number under arms, a key issue is their quality.

The three-month long battle in Donbas so far has cost the defenders many casualties, as Russia switched tactics to artillery bombardment. Various figures have been bandied about, but Ukrainian military intelligence sources recently told experts at the Rusi thinktank that 100 were being killed a day, on average.

Add in wounded at 300 or 400 a day, and casualties could amount to about 15,000 a month – perhaps 35,000 to 45,000 in total. A further 7,200 Ukrainian soldiers have gone missing since the start of the war, the country estimated on Monday. Many of these losses will have come from Ukraine’s most experienced forces.

The need to enhance the fighting force is well recognised by Ukraine and its western backers. Britain has begun training Ukrainian recruits – 600 are currently receiving a few weeks of basic training around the UK – and there is capacity to train 2,400 at once and 10,000 every 120 days, assuming the UK government sticks to a pledge made by the outgoing prime minister, Boris Johnson.

Some of the Ukrainian recruits, aged between 18 and 60, are people who have never fired a gun. This is an army that has to be replenished from scratch. Elementary learning is quick though. Raw recruits at first were only able to hit targets with rifle fire 50% of the time. It rose rapidly to 80%, one British trainer said.

Such military training is clearly critical for the Ukrainians, but a successful counteroffensive will require more: a strategic use of a combination of arms, an ability to concentrate force on the chosen battlefield of at least three to one or ideally more (Russia is thought to have managed seven to one in Donbas) and advanced western weapons.

Sign up to First Edition, our free daily newsletter – every weekday morning at 7am BST

Ukraine has lobbied heavily for Nato standard munitions as it gradually runs out of its traditional Soviet-standard supply. The new weapons, however, create fresh problems as experts Jack Watling and Nick Reynolds noted in a comprehensive analysis for Rusi. For example, while Nato forces use 155mm shells, there is no such thing as a single western howitzer: “Nato standardisation is not very standardised,” they wrote.

At the same time, the US, the lead weapons supplier, remains cautious in the amount it will provide of critical kit. So far, the initial four Himars truck-mounted rocket artillery has been upped to 12. Nevertheless, as Reznikov mentioned, there are encouraging signs.

On Sunday, the Russian nationalist Igor Girkin warned on his Telegram channel that Russian air defence systems were proving “ineffective against” strikes by Himars missiles, and claimed that over the past five to seven days, “more than 10” ammunition and logistics stores had been hit and “about a dozen” command posts. When will the Russians start “fighting in full force?” Girkin asked.

Ukraine will hope that by striking deeper behind enemy lines, the rocket artillery will disrupt Moscow’s ability to continue its grinding offensive in Donbas.

A key indicator of whether Ukraine can halt the Russians is whether Moscow will be able launch a full offensive against the adjacent Donbas cities of Sloviansk and Kramatorsk, the two largest population centres in Donetsk province that it does not hold. Until now, Russia has been firing about 20,000 shells a day, slowly destroying Sievierodonetsk and other towns and cities in its path.

As for Ukraine, there are key elements in any normal offensive military package still not available to it. Its air power is limited while moves to supply extra Soviet-standard fighter jets advance at glacial speeds. Russian forces have dug in on large parts of the long front, and where Ukraine has made gains, in the south, towards occupied Kherson, they have been modest, reflecting the resources available to it so far.

Ben Barry, a land warfare specialist with the IISS, said: “If the Russian offensive in the Donbas culminates, there will be growing pressure on the Ukrainians to launch a major counterattack. But the longer they have to prepare, to build up training and stockpiles, the more chance it has of succeeding.” Failure, by contrast, could be a political disaster for Kyiv.

Barry highlights Operation Storm, the final winning offensive in Croatia’s war against Serbian separatists in the 1990s. The August 1995 attack was years in the planning, with the Croats receiving training from a US military consultancy, and it ended more than three years of stalemate. “There may be reason why such wars take years not months,” Barry concluded."
2022-08-01T14:57:20Z,Russia-Ukraine war latest: what we know on day 159 of the invasion,"The mayor of Mykolaiv has said an attack on medical facilities in the city today is “nothing more than cynical terrorism by Russian troops”. Oleksandr Syenkevych described the damage, informing residents “For some time, our emergency hospital will not be able to accept patients. Part of the hospital’s main building was also destroyed. There, too, it is necessary to put everything in order. This is an ordinary hospital, which every day received residents of the city, including victims of Russian shelling. Therefore, today’s attack on this medical facility is nothing more than cynical terrorism by Russian troops.”"
2022-08-02T10:16:58Z,Russia-Ukraine war latest: what we know on day 160 of the invasion,"The US announced on Monday a new tranche of weapons for Ukraine’s forces fighting Russia, including ammunition for increasingly important rocket launchers and artillery guns. The $550m package will “include more ammunition for the high mobility advanced rocket systems otherwise known as Himars, as well as ammunition” for artillery, national security council spokesman John Kirby told reporters.

Russian defence minister Sergei Shoigu has said that Russia had destroyed six US-made Himars missile systems since the beginning of the latest Russian invasion of Ukraine.

Three people have reportedly been killed by Russian shelling while evacuating in a minibus near Kherson, Ukraine’s military is reporting. Ukraine’s Operational Command ‘South’ reported that three people died from the attack on the bus near Dovhove.

Turkey’s representative at the Joint Coordination Centre (JCC) in Istanbul has said that the first ship carrying Ukrainian grain to world markets was expected to anchor at Istanbul on Tuesday night. At a briefing held at the JCC, general Özcan Altunbulak said the course of the ship was going as planned. Another official said “The plan is for a ship to leave every day. If nothing goes wrong, exports will be made via one ship a day for a while.”

Ukraine’s state security service says it is investigating 752 cases of treason and collaboration. According to the agency, the greatest amount of cases have been documented in the regions of Luhansk, Donetsk, Zaporizhzhia, and Kherson.

The United Nations’ secretary general, António Guterres, has warned that a misunderstanding could spark nuclear destruction, as the US, Britain and France urged Russia to stop “its dangerous nuclear rhetoric and behaviour”.

Sabina Higgins, the wife of Ireland’s president, Michael D Higgins, has triggered a political row in Ireland by urging Russia and Ukraine to call a ceasefire and enter negotiations. Critics said the intervention amounted to Kremlin propaganda because it appeared to equate Moscow’s aggression with Kyiv’s fight for survival."
2022-08-01T15:50:36Z,Keir Starmer and Piers Morgan among new list of Britons banned from Russia,"Russia has banned 39 senior British politicians, businesspeople and journalists from entering the country, including the Labour party leader, Keir Starmer, the former prime minister David Cameron and the presenter Piers Morgan.

“It was decided to include on the Russian ‘stop list’ a number of British politicians, businessmen and journalists who contribute to London’s hostile course aimed at the demonising of our country and contributing to its international isolation,” the Russian foreign ministry said in a statement published on its website on Monday.

“Given London’s destructive drive to spin the sanctions flywheel on far-fetched and absurd pretexts, work on expanding the Russian stop list will continue,” the ministry added.

The shadow foreign secretary, David Lammy, and the shadow levelling up secretary, Lisa Nandy, are also on the list.

The journalists banned include the Guardian’s defence and security editor, Dan Sabbagh, as well as British journalists working for the BBC, the Sunday Times, the Economist, the Daily Telegraph and Sky News.

Moscow banned dozens of British journalists, media figures and defence figures from entering the country in June in what the foreign ministry said was a response to western sanctions and the “spreading of false information about Russia”. In total, more than 200 Britons, including most of the country’s leading politicians, are banned from entering the country.

Russia has launched an unprecedented crackdown on Russian and foreign independent news outlets since its 24 February invasion of Ukraine, as well as on foreign social media networks. Legislation was introduced soon after the war began to criminalise media outlets that disseminate “false information” about the Russian army. Russia has already barred dozens of US and Canadian officials and journalists from entering.

Sign up to First Edition, our free daily newsletter – every weekday morning at 7am BST

A number of media groups have stopped operating in Russia as a result, with the far-reaching law in effect threatening to punish independent journalism with prison sentences of up to 15 years.

Russia has also blocked access to several foreign news organisations’ websites, including the BBC and Deutsche Welle.

In a separate move, the Russian ministry of justice on Monday labelled the British-based Calvert 22 cultural foundation as an “undesirable organisation”, effectively criminalising its operation in Russia.

“It has been established that its activity poses a threat to the foundations of the constitutional order and the security of the Russian Federation,” it said in a statement.

Calvert 22 was established in London in 2009 by the Russian-born economist Nonna Materkova and focuses on arts and culture in Russia and eastern Europe."
2022-08-02T10:16:58Z,Russia-Ukraine war latest: what we know on day 160 of the invasion,"The US announced on Monday a new tranche of weapons for Ukraine’s forces fighting Russia, including ammunition for increasingly important rocket launchers and artillery guns. The $550m package will “include more ammunition for the high mobility advanced rocket systems otherwise known as Himars, as well as ammunition” for artillery, national security council spokesman John Kirby told reporters.

Russian defence minister Sergei Shoigu has said that Russia had destroyed six US-made Himars missile systems since the beginning of the latest Russian invasion of Ukraine.

Three people have reportedly been killed by Russian shelling while evacuating in a minibus near Kherson, Ukraine’s military is reporting. Ukraine’s Operational Command ‘South’ reported that three people died from the attack on the bus near Dovhove.

Turkey’s representative at the Joint Coordination Centre (JCC) in Istanbul has said that the first ship carrying Ukrainian grain to world markets was expected to anchor at Istanbul on Tuesday night. At a briefing held at the JCC, general Özcan Altunbulak said the course of the ship was going as planned. Another official said “The plan is for a ship to leave every day. If nothing goes wrong, exports will be made via one ship a day for a while.”

Ukraine’s state security service says it is investigating 752 cases of treason and collaboration. According to the agency, the greatest amount of cases have been documented in the regions of Luhansk, Donetsk, Zaporizhzhia, and Kherson.

The United Nations’ secretary general, António Guterres, has warned that a misunderstanding could spark nuclear destruction, as the US, Britain and France urged Russia to stop “its dangerous nuclear rhetoric and behaviour”.

Sabina Higgins, the wife of Ireland’s president, Michael D Higgins, has triggered a political row in Ireland by urging Russia and Ukraine to call a ceasefire and enter negotiations. Critics said the intervention amounted to Kremlin propaganda because it appeared to equate Moscow’s aggression with Kyiv’s fight for survival."
2022-08-01T15:50:36Z,Keir Starmer and Piers Morgan among new list of Britons banned from Russia,"Russia has banned 39 senior British politicians, businesspeople and journalists from entering the country, including the Labour party leader, Keir Starmer, the former prime minister David Cameron and the presenter Piers Morgan.

“It was decided to include on the Russian ‘stop list’ a number of British politicians, businessmen and journalists who contribute to London’s hostile course aimed at the demonising of our country and contributing to its international isolation,” the Russian foreign ministry said in a statement published on its website on Monday.

“Given London’s destructive drive to spin the sanctions flywheel on far-fetched and absurd pretexts, work on expanding the Russian stop list will continue,” the ministry added.

The shadow foreign secretary, David Lammy, and the shadow levelling up secretary, Lisa Nandy, are also on the list.

The journalists banned include the Guardian’s defence and security editor, Dan Sabbagh, as well as British journalists working for the BBC, the Sunday Times, the Economist, the Daily Telegraph and Sky News.

Moscow banned dozens of British journalists, media figures and defence figures from entering the country in June in what the foreign ministry said was a response to western sanctions and the “spreading of false information about Russia”. In total, more than 200 Britons, including most of the country’s leading politicians, are banned from entering the country.

Russia has launched an unprecedented crackdown on Russian and foreign independent news outlets since its 24 February invasion of Ukraine, as well as on foreign social media networks. Legislation was introduced soon after the war began to criminalise media outlets that disseminate “false information” about the Russian army. Russia has already barred dozens of US and Canadian officials and journalists from entering.

Sign up to First Edition, our free daily newsletter – every weekday morning at 7am BST

A number of media groups have stopped operating in Russia as a result, with the far-reaching law in effect threatening to punish independent journalism with prison sentences of up to 15 years.

Russia has also blocked access to several foreign news organisations’ websites, including the BBC and Deutsche Welle.

In a separate move, the Russian ministry of justice on Monday labelled the British-based Calvert 22 cultural foundation as an “undesirable organisation”, effectively criminalising its operation in Russia.

“It has been established that its activity poses a threat to the foundations of the constitutional order and the security of the Russian Federation,” it said in a statement.

Calvert 22 was established in London in 2009 by the Russian-born economist Nonna Materkova and focuses on arts and culture in Russia and eastern Europe."
2022-07-31T08:54:51Z,Russia claims five injured in Ukraine drone attack on Black Sea fleet HQ,"Russia has claimed that its Black Sea fleet headquarters in Sevastopol have been hit by a Ukrainian drone strike, wounding five people and prompting officials to cancel festivities planned for Navy Day.

The attack was reported by Mikhail Razvozhayev, the head of the local Russian administration in Sevastopol in Crimea, which was occupied and then annexed in 2014.

“Early this morning, [Ukraine] decided to spoil our Navy Day,” he posted. “An unidentified object flew into the yard of the fleet headquarters, according to preliminary data, it was a drone. Five people were injured, these are employees of the fleet headquarters, there were no fatalities.

“All celebratory events have been cancelled due to safety concerns,” he wrote. “I ask you to stay calm and stay at home if possible.”

A spokesperson for Ukraine’s southern command, Natalia Gumenyuk, did not confirm Ukrainian involvement in the strike. But she said Ukraine was conducting operations to liberate Russian-occupied areas by targeting Russian military facilities inside Ukraine, not Russia, and that it considered Crimea part of Ukraine.

“Ukraine’s armed forces are carrying out activities to liberate our occupied territories, using the weapons models that are available for this purpose. Our targets are exclusively the military facilities of the Russian Federation. We do not strike on the territory of the Russian Federation. Crimea is Ukraine,” she said.

Photographs posted on Razvozhayev’s account showed bloodstains and broken glass at the entrance to a military building. A popular Russian military account said the location was the entrance to a cafeteria, 40 to 50 metres from the internal courtyard where Russian officials said the drone had struck.

No names or ranks were given for those injured in the attack.

The strike is the latest setback for the Black Sea fleet in the five-month-old war against Ukraine. Ukraine sank the flagship of the Black Sea fleet, the Moskva cruiser, in a missile strike in April. Authorities took days to confirm the attack, leading families of the conscript sailors onboard to take to social media demanding more information on their loved ones’ fates.

It is still unclear how many sailors were killed in the Moskva attack. Russia has confirmed only one death onboard, while dozens of sailors are listed as missing.

The Russian navy also lost the Saratov Alligator-class landing ship to a fire reportedly caused by a Ukrainian missile strike on the Berdiansk port in March, as well as a landing craft and a number of patrol boats to drone strikes near Snake Island.

The Moskva would have been conspicuously absent from Russia’s Navy Day festivities, which were meant to include a tour of the ships in Sevastopol Bay by the fleet commander, as well as a concert and fireworks, according to Russian state media.

Sevastopol is at the southern tip of Crimea and is located hundreds of miles from the frontlines, making it more likely that the attack was launched from Russian-controlled territory. A spokesperson for the Black Sea fleet called the drone “homemade” and said it was carrying a small explosive onboard.

Vladimir Putin has travelled to Kronstadt in St Petersburg, the main base of Russia’s Baltic Fleet, to mark the Navy Day celebrations."
2022-04-04T04:55:51Z,"Russia now synonymous with Bucha killings, says Zelenskiy","Ukraine’s president Volodymyr Zelenskiy has said that Russia’s public image is now one of torture and execution after the retreat of Russian forces in the town of Bucha led to the discovery of the killing of hundreds of civilians.

Calling Russian soldiers “murderers”, “butchers” and “rapists”, Zelenskiy said late on Sunday: “your culture and human appearance perished together with the Ukrainian men and women”. He warned that “even worse things” may be found in other occupied regions.

Ukrainian officials said the bodies of 410 civilians have been found in Kyiv-area towns that were recently retaken from Russian forces. Satellite images taken late last week show a 14-metre (45ft) mass grave in Bucha near the Church of St Andrew and Pyervozvannoho All Saints. Maxar, the company that took the pictures, said the first signs of excavation for a mass grave there were seen on 10 March, several weeks into the invasion.

Witnesses of alleged atrocities in Bucha told the Guardian that Russian soldiers had fired on men fleeing the town, and had killed civilians at will. Taras Schevchenko, 43, said Russian soldiers had refused to allow men to leave through a humanitarian corridor, instead shooting at them as they fled across an open field. Bodies, he said, were scattered on the pavements, with some of those killed having been “squashed by tanks … like animal skin rugs”.

Shevchenko’s mother, Yevdokia, 77, said she had witnessed an elderly man who had challenged a Russian soldier being shot dead as his wife stood next to him. “They shot him dead, and ordered the woman to leave,” she said. The accounts could not be independently verified.

01:48 Civilians lie dead in the street as Russian forces retreat from Bucha – video

Photographs from the town showed a scene of devastation, with hunks of charred and destroyed tanks and armoured vehicles lined up along one street, along with dead bodies.

Zelenskiy on Sunday made a surprise video appearance at the Grammy Awards celebration in Las Vegas and appealed to viewers to support his country “in any way you can”.

“Fill the silence with your music. Fill it today, to tell our story. Support us in any way you can. Any, but not silence,” Zelenskiy said in English in a video introducing John Legend’s performance of Free and featured Ukrainian musicians and a reading by Ukrainian poet Lyuba Yakimchuck.

Russia denied responsibility for the killing of civilians. Its defence ministry described the photos and videos from towns such as Bucha as “another staged performance by the Kyiv regime”, echoing a similar claim made after the bombing of a children’s and maternity hospital in Mariupol.

Figures around the world have condemned the brutality of Russian president Vladimir Putin’s forces.

The UK prime minister, Boris Johnson, said the “despicable” killings added to evidence of Russian war crimes, while the German chancellor, Olaf Scholz, expressed shock about the “terrible and horrifying” footage from Bucha. “Streets littered with bodies. Bodies buried in makeshift conditions. There is talk of women, children and the elderly among the victims,” Scholz said. His defence minister, Christine Lambrecht, said the European Union should consider a ban on gas imports from Russia.

US secretary of state Antony Blinken described the images from retaken towns as “a punch in the gut” while United Nations secretary general António Guterres called for an independent investigation.

The head of the European Council, Charles Michel, said he was shocked by “haunting images of atrocities committed by [the] Russian army”, adding that “further EU sanctions and support are on their way”.

The head of the European Commission, Ursula von der Leyen, said she was “appalled by reports of unspeakable horrors in areas from which Russia is withdrawing”. An independent investigation was urgently needed, she said, and “perpetrators of war crimes will be held accountable”.

01:34 Bucha resident recounts finding husband dead in basement – video

Zelenskiy said he expected a UN security council meeting on Tuesday to discuss the atrocities, and was scathing on Sunday night of a historic western policy of “appeasing” Russia by failing to make Ukraine a Nato member 14 years ago at a summit in Bucharest. He invited former German and French leaders Angela Merkel and Nicolas Sarkozy to visit Bucha “to see what the policy of concessions” to Russia has led to, and urged Ukraine’s allies to do more than increase sanctions.

Ukraine’s ambassador to Australia warned on Monday against inferring much from the withdrawal of Russian forces around Kyiv. “They are now regrouping. They are using it as an operational pause and I’m sure they will mount another assault and therefore we need support of the free world to help us fight,” said ambassador Vasyl Myroshnychenko.

“We see civilians’ dead bodies lying around the city, many of them have their hands tied up. We are now collecting the evidence from the witnesses,” Myroshnychenko said of the recent discoveries in town such as Bucha, Irpin and Hostomel. “Multiple rapes of women, children killed. This is a massacre.”

The west needed to provide heavy weapons, air defence systems, anti-ship missiles, armoured, vehicles, tanks and planes to help Ukraine, the ambassador said. “It’s only two and a half flight from Kyiv to Paris. We’re in the middle of Europe and this is happening now in the 21st century.”

In other developments:"
2022-06-16T09:55:42Z,"Plan needed to make Russia pay reparations to Ukrainians, says report","Western and Ukrainian rhetoric claiming Russia will be required to pay reparations for the damage caused by its invasion of Ukraine is not backed by a coherent roadmap based on international law to achieve justice for Ukraine’s victims, a new report prepared by the British thinktank Ceasefire has warned.

The report, one of the first detailed studies on how reparations for Ukraine might work, says little progress has been made in setting up a global mechanism to require Russia to pay compensation and says the delays must end.

It says it is remarkable how far plans are lagging in comparison with the number of war crimes investigations being launched, even though history suggests the numbers of Russian soldiers or politicians likely to be prosecuted is low.

The Ceasefire report says payment of state reparations is well established in international law but basic questions remain to be answered.

Questions that need answering include: “What form should such reparations take? To whom would they be made and on what authority? What sort of mechanism could be entrusted to take on the task of awarding and administering reparations on such a scale? Where will the money come from?”

Ceasefire’s director, Mark Lattimer, proposes a UN general assembly or multilateral mechanism to take charge of administering reparations to civilian claimants, with the UK and other national governments using national and international law to put sanctions on assets to make Russia pay.

“The legal obligation to pay reparations falls most heavily on Russia, but self-evidently it will not pay of its own accord. The example of the Iran-US claims tribunal set up in the wake of the US embassy hostage crisis shows, however, that sanctioned assets can be used as leverage to ensure that reparations are paid – or in the alternative those assets could be used to pay reparations directly.”

The report finds for differing reasons that neither the international court of justice, the international criminal court nor the European court of human rights “are in a position to award reparations any time soon with the scope and scale required by the conflict in Ukraine”. It suggests the UN general assembly does have powers following an example in Syria to set up an investigating body to determine reparations, but even then the UN body would have no power of enforcement. “Russia’s veto-wielding power means that the UN security council – and with it the UN system – is effectively prevented from taking enforcement action against Russia.”

The lack of consensus on reparations has led individual national legislatures to start ad hoc proceedings. The US and Canada have begun legal steps whereby reparations could be paid, by repurposing frozen assets, including yachts and property, held overseas by Russian oligarchs. The EU has so far set out plans that largely focus on criminal accountability, as opposed to financial redress, for Russia’s war crimes and other breaches of humanitarian law. Germany alone, for instance, claims to have frozen €4.5bn (£3.9bn) of Russian assets since May.

It is a major step to move from simply freezing an oligarch’s assets to seizing them, and then handing them to an international body to pay reparations to the Ukrainian people, especially if there is little evidence that these private assets were gained corruptly.

The second source of potential revenue is the $300bn (£250bn) of Russian central bank reserves held in G7 territories.

There is resistance in Europe, and British Conservative circles, to the simple seizure of Russian bank reserves. The former Conservative foreign secretary Sir Malcolm Rifkind, a strong supporter of Ukraine, admitted he had concerns about the impact on faith in the global financial system. He said: “We are a country that believes in the rule of law and due process. You do not confiscate other people’s assets on a political judgment on the spur of the moment just because you feel sorry for people. It creates a very very disturbing precedent. The consequences go far beyond Ukraine.”

Although the US has seized state assets in the cases of Afghanistan, Iraq, Iran and Venezuela, it has not yet declared Russia a state sponsor of terrorism, illegitimate or an adversary in a declared war, the previous legal bases for their seizure of assets.

The Ceasefire report proposes that it would be better that Russia’s arm was twisted to make it pay reparations “voluntarily”, by making the lifting of global sanctions contingent on payment, as opposed to a straightforward clause in a humiliating peace agreement. This could follow the model used after the Iraqi invasion of Kuwait in 1990 and carve out a set slice of oil revenue to pay for reconstruction costs.

Sign up to First Edition, our free daily newsletter – every weekday morning at 7am BST

Dedicating a proportion of Russian oil revenues to compensation – as Iraq was required to do to fund a UN compensation commission – might, for example, prove more advantageous to Russia than being forced to sell its oil at a discount, the report suggests.

“As the combined effect of sanctions produces severe economic contraction and, according to predictions by the Bank of Russia, ‘years of reverse industrialisation’, the incentives to come to the negotiating table could well intensify.”

But the body that was used to transfer the Iraq cash – the UN compensation commission – has just been closed down, and it is unlikely Russia would allow a new body to be established."
